filename, label, concept_label
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
/shared/sets/datasets/cub_birds/images/133.White_throated_Sparrow/White_Throated_Sparrow_0078_129041.jpg,133.White_throated_Sparrow,7,14,15,12,2,15,6,15,1,12,12,10,2,12,15,12,12,5,1,13,4,4,2,12,14,5,12,2
